job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Engineer,Data Engineer (IT) / Freelance,France,via LinkedIn,Full-time,False,France,2024-01-01 03:08:19,True,False,France,,,,Free-Work (ex Freelance-info Carriere-info),"['sql', 'python', 'nosql', 'elasticsearch', 'aws', 'pyspark', 'airflow']","{'cloud': ['aws'], 'databases': ['elasticsearch'], 'libraries': ['pyspark', 'airflow'], 'programming': ['sql', 'python', 'nosql']}"
Data Analyst,"Used Car Sales Support Data Analyst in Northfield, UK","Birmingham, UK",via LinkedIn,Full-time,False,United Kingdom,2024-01-01 03:26:49,True,False,United Kingdom,,,,Energy Jobline,,
Business Analyst,BI Analyst,Anywhere,via JobServe - Worcestershire Jobs,Full-time,True,United Kingdom,2024-01-01 03:26:51,True,False,United Kingdom,,,,Agility,,
Data Engineer,Data Engineer,"Ashton-under-Lyne, UK",via IT JobServe,Full-time,False,United Kingdom,2024-01-01 03:27:13,True,False,United Kingdom,,,,Pennine Care NHS Foundation Trust,"['sql', 'azure', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['azure'], 'programming': ['sql']}"
Senior Data Engineer,Senior Data Engineering Manager,Anywhere,via IT JobServe,Full-time,True,United Kingdom,2024-01-01 03:27:16,True,False,United Kingdom,,,,Harnham - Data & Analytics Recruitment,"['python', 'sql', 'databricks', 'pyspark', 'spark']","{'cloud': ['databricks'], 'libraries': ['pyspark', 'spark'], 'programming': ['python', 'sql']}"
Data Engineer,Data Engineer,"Bari, Metropolitan City of Bari, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:33,True,False,Italy,,,,JobLeads GmbH,"['nosql', 'sql', 't-sql', 'scala', 'python', 'sas', 'sas', 'azure', 'oracle', 'watson', 'aws', 'spark', 'cognos', 'power bi', 'sap', 'spss']","{'analyst_tools': ['sas', 'cognos', 'power bi', 'sap', 'spss'], 'cloud': ['azure', 'oracle', 'watson', 'aws'], 'libraries': ['spark'], 'programming': ['nosql', 'sql', 't-sql', 'scala', 'python', 'sas']}"
Data Analyst,VIE - ITALIE - Data Analyst M/F,Italy,via BeBee,Full-time,False,Italy,2024-01-01 03:27:33,True,False,Italy,,,,JobLeads GmbH,"['excel', 'power bi']","{'analyst_tools': ['excel', 'power bi']}"
Data Scientist,"Senior Consultant, Data Science",Italy,via BeBee,Full-time and Per diem,False,Italy,2024-01-01 03:27:33,False,False,Italy,,,,JobLeads GmbH,"['solidity', 'aws', 'gcp', 'pytorch', 'tensorflow', 'numpy', 'keras']","{'cloud': ['aws', 'gcp'], 'libraries': ['pytorch', 'tensorflow', 'numpy', 'keras'], 'programming': ['solidity']}"
Data Scientist,Data Scientist,"Rome, Metropolitan City of Rome Capital, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:33,False,False,Italy,,,,Experis,"['python', 'sql']","{'programming': ['python', 'sql']}"
Software Engineer,Product Analyst,"Bologna, Metropolitan City of Bologna, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:35,False,False,Italy,,,,JobLeads GmbH,['aws'],{'cloud': ['aws']}
Data Scientist,data scientist,"Milan, Metropolitan City of Milan, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:37,False,False,Italy,,,,Michael Page International Italia S.r.l.,"['sql', 'python', 'r', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure'], 'programming': ['sql', 'python', 'r']}"
Data Engineer,Data Science Engineer,"Bologna, Metropolitan City of Bologna, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:43,False,False,Italy,,,,JobLeads GmbH,['sql'],{'programming': ['sql']}
Data Engineer,Data Engineer,"Varese, VA, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:43,False,False,Italy,,,,JobLeads GmbH,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'mysql', 'elasticsearch', 'oracle', 'redshift', 'bigquery', 'snowflake', 'aws', 'azure', 'hadoop', 'spark', 'kafka', 'docker', 'kubernetes']","{'cloud': ['oracle', 'redshift', 'bigquery', 'snowflake', 'aws', 'azure'], 'databases': ['mongodb', 'mysql', 'elasticsearch'], 'libraries': ['hadoop', 'spark', 'kafka'], 'other': ['docker', 'kubernetes'], 'programming': ['python', 'sql', 'nosql', 'mongodb']}"
Data Engineer,Industrial Data Engineer,"Savona, Province of Savona, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:43,True,False,Italy,,,,JobLeads GmbH,['sap'],{'analyst_tools': ['sap']}
Software Engineer,Lead Engineer,"Bari, Metropolitan City of Bari, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:45,False,False,Italy,,,,JobLeads GmbH,,
Data Scientist,Database Design Engineer,Italy,via BeBee,Full-time,False,Italy,2024-01-01 03:27:45,False,False,Italy,,,,JobLeads GmbH,"['outlook', 'excel']","{'analyst_tools': ['outlook', 'excel']}"
Data Engineer,Data engineer,"Foggia, Province of Foggia, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:45,False,False,Italy,,,,JobLeads GmbH,,
Data Analyst,Diagnosis Engineer – Automotive,"Turin, Metropolitan City of Turin, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:47,False,False,Italy,,,,JobLeads GmbH,,
Cloud Engineer,Network Engineer,"Bologna, Metropolitan City of Bologna, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:47,False,False,Italy,,,,JobLeads GmbH,,
Software Engineer,Senior Engineer,"Florence, Metropolitan City of Florence, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:47,False,False,Italy,,,,JobLeads GmbH,,
Business Analyst,Analista Senior dei Dati Microsoft,"Treviso, Province of Treviso, Italy",via BeBee,Full-time,False,Italy,2024-01-01 03:27:47,False,False,Italy,,,,JobLeads GmbH,"['sql', 'azure', 'ssis']","{'analyst_tools': ['ssis'], 'cloud': ['azure'], 'programming': ['sql']}"
Software Engineer,Research and Development Engineer Internship,"Padua, Province of Padua, Italy",via BeBee,Internship,False,Italy,2024-01-01 03:27:47,False,False,Italy,,,,JobLeads GmbH,"['sql', 'r', 'python', 'sql server', 'pandas', 'scikit-learn', 'tensorflow', 'pytorch', 'excel']","{'analyst_tools': ['excel'], 'databases': ['sql server'], 'libraries': ['pandas', 'scikit-learn', 'tensorflow', 'pytorch'], 'programming': ['sql', 'r', 'python']}"
Cloud Engineer,Private Cloud Engineer,Italy,via BeBee,Full-time,False,Italy,2024-01-01 03:27:47,False,False,Italy,,,,JobLeads GmbH,"['powershell', 'vmware', 'azure']","{'cloud': ['vmware', 'azure'], 'programming': ['powershell']}"
Cloud Engineer,Senior Structural Engineer,"San Juan, Puerto Rico",via BeBee Puerto Rico,Full-time,False,Puerto Rico,2024-01-01 03:37:46,True,False,Puerto Rico,,,,Jacobs,,
Data Scientist,Data Specialist,"Frankfurt, Germany",via BeBee,Part-time,False,Germany,2024-01-01 04:04:08,False,False,Germany,,,,RWS GROUP,"['windows', 'outlook']","{'analyst_tools': ['outlook'], 'os': ['windows']}"
Senior Data Engineer,Senior Data Engineer,Anywhere,via LinkedIn,Full-time,True,India,2024-01-01 04:05:44,False,False,India,,,,comfidentil,"['python', 'sql', 'nosql', 'mongodb', 'mongodb', 'postgresql', 'mysql', 'cassandra', 'aws', 'gcp', 'azure', 'hadoop', 'spark', 'pyspark', 'airflow', 'flow']","{'cloud': ['aws', 'gcp', 'azure'], 'databases': ['mongodb', 'postgresql', 'mysql', 'cassandra'], 'libraries': ['hadoop', 'spark', 'pyspark', 'airflow'], 'other': ['flow'], 'programming': ['python', 'sql', 'nosql', 'mongodb']}"
Data Analyst,Reporting Analyst /m/f/d/,"Helsinki, Finland",via GrabJobs,Full-time,False,Finland,2024-01-01 04:26:15,True,False,Finland,,,,Telus International,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Business Analyst,Marketing Insight Analyst,"Chester, UK",via BeBee,Full-time,False,United Kingdom,2024-01-01 04:26:51,True,False,United Kingdom,,,,Recipharm,,
Data Analyst,Customer Insights Analyst,"Almere, Netherlands",via SaluteMyJob,Full-time,False,Netherlands,2024-01-01 04:28:30,True,False,Netherlands,,,,Hiltermann Lease,,
Senior Data Engineer,Data Engineer-SAS-Senior,"New Delhi, Delhi, India",via Talents Jobs,Full-time,False,India,2024-01-01 05:05:57,False,False,India,,,,Data Science and Analytics Cognizant,,
Senior Data Analyst,Marketing & Media Assurance - Senior Associate (Media Data Analyst),United Kingdom,via BeBee,Full-time,False,United Kingdom,2024-01-01 05:26:51,True,False,United Kingdom,,,,PwC,"['sql', 'python', 'alteryx', 'power bi', 'tableau']","{'analyst_tools': ['alteryx', 'power bi', 'tableau'], 'programming': ['sql', 'python']}"
Machine Learning Engineer,Imagery Scientist,"Burke, VA",via Jobg8,Full-time,False,Georgia,2024-01-01 05:31:57,False,False,United States,,,,Xcellent Technology Solutions,"['sql', 'nosql', 'python', 'sas', 'sas', 'matlab', 'go', 'postgresql', 'oracle', 'spss', 'tableau']","{'analyst_tools': ['sas', 'spss', 'tableau'], 'cloud': ['oracle'], 'databases': ['postgresql'], 'programming': ['sql', 'nosql', 'python', 'sas', 'matlab', 'go']}"
Data Analyst,Data Management Internship,"Washington, DC",via ZipRecruiter,Part-time and Internship,False,"New York, United States",2024-01-01 06:00:05,False,False,United States,hour,,25.0,Hispanic Federation Inc,"['sas', 'sas', 'excel', 'powerpoint', 'word', 'sharepoint']","{'analyst_tools': ['sas', 'excel', 'powerpoint', 'word', 'sharepoint'], 'programming': ['sas']}"
Data Analyst,Data analyst,"St. Louis, MO",via BeBee,Full-time,False,"Illinois, United States",2024-01-01 06:00:33,True,True,United States,,,,Technology Partners,['python'],{'programming': ['python']}
Data Engineer,Data Engineer,"Arlington, TX",via Jobg8,Full-time,False,"Texas, United States",2024-01-01 06:00:53,False,False,United States,,,,BigBear.ai,"['crystal', 'python', 'java', 'sql', 'databricks', 'kafka', 'airflow', 'spark']","{'cloud': ['databricks'], 'libraries': ['kafka', 'airflow', 'spark'], 'programming': ['crystal', 'python', 'java', 'sql']}"
Data Scientist,Principal Data Scientist,Anywhere,via Virtual Vocations,Full-time,True,"Texas, United States",2024-01-01 06:01:36,False,False,United States,,,,Atlassian Pty Ltd,"['sql', 'python', 'r', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql', 'python', 'r']}"
Data Scientist,Data Science Manager,Anywhere,via Virtual Vocations,Full-time,True,"Texas, United States",2024-01-01 06:01:39,False,False,United States,,,,Rewiring America,"['python', 'spark', 'tensorflow']","{'libraries': ['spark', 'tensorflow'], 'programming': ['python']}"
Data Scientist,Data Scientist Growth Principal,Anywhere,via Virtual Vocations,Full-time,True,"Illinois, United States",2024-01-01 06:01:56,False,False,United States,,,,Atlassian Pty Ltd,['sql'],{'programming': ['sql']}
Data Scientist,Data Science Manager,Anywhere,via Virtual Vocations,Full-time,True,"Illinois, United States",2024-01-01 06:01:58,False,False,United States,,,,Atlassian Pty Ltd,['sql'],{'programming': ['sql']}
Data Engineer,Principal Data Engineer,Anywhere,via Virtual Vocations,Full-time,True,"New York, United States",2024-01-01 06:02:28,False,False,United States,,,,Atlassian Pty Ltd,"['python', 'sql', 'aws', 'redshift', 'spark', 'kafka', 'atlassian']","{'cloud': ['aws', 'redshift'], 'libraries': ['spark', 'kafka'], 'other': ['atlassian'], 'programming': ['python', 'sql']}"
Data Engineer,REMOTE::DATA Engineer Needed,"Lake Forest, IL",via BeBee,Full-time,False,"Illinois, United States",2024-01-01 06:04:31,True,False,United States,,,,Grainger Corporate Services LLC,,
Data Engineer,Principal Data Engineer,Anywhere,via Virtual Vocations,Full-time,True,"Florida, United States",2024-01-01 06:05:10,False,False,United States,,,,Atlassian Pty Ltd,"['python', 'java', 'scala', 'aws']","{'cloud': ['aws'], 'programming': ['python', 'java', 'scala']}"
Data Engineer,Data Engineer I,"Gadag-Betageri, Karnataka, India",via Talents Jobs,Full-time,False,India,2024-01-01 06:05:51,False,False,India,,,,Banking and Finance Cognizant,,
Data Engineer,Advanced Analytics - R Data Engineer,"Osmanabad, Maharashtra, India",via Talents Jobs,Full-time,False,India,2024-01-01 06:05:57,False,False,India,,,,Environmental Services Cognizant,,
Data Analyst,Data Analyst,"Bergisch Gladbach, Germany",via BeBee,Full-time,False,Germany,2024-01-01 06:06:12,True,False,Germany,,,,Andreas Paulsen GmbH,['excel'],{'analyst_tools': ['excel']}
Senior Data Scientist,DEINE ROLLE: SENIOR DATA SCIENTIST,"Kassel, Germany",via XING,Full-time and Part-time,False,Germany,2024-01-01 06:06:18,False,False,Germany,,,,Y-Axis Overseas Careers,,
Data Analyst,Data Analyst Intern,Singapore,via BeBee Singapore,Contractor and Internship,False,Singapore,2024-01-01 06:07:10,False,False,Singapore,,,,TURNKEY GROUP (PTE.) LTD.,['jira'],{'async': ['jira']}
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:10,True,False,Singapore,,,,REDFIN TECHNOLOGIES PTE. LTD.,"['r', 'python']","{'programming': ['r', 'python']}"
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:14,False,False,Singapore,,,,Talent Trader Group Pte Ltd,,
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Full-time,False,Singapore,2024-01-01 06:07:14,False,False,Singapore,,,,Silicon Labs,"['python', 'r', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['python', 'r']}"
Data Analyst,Data Analyst Intern,Singapore,via BeBee Singapore,Contractor and Internship,False,Singapore,2024-01-01 06:07:14,False,False,Singapore,,,,Vintedge Pte Ltd,"['power bi', 'excel']","{'analyst_tools': ['power bi', 'excel']}"
Data Analyst,Data content analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:16,True,False,Singapore,,,,Bloomberg,['terminal'],{'other': ['terminal']}
Data Engineer,Data Engineer,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:16,True,False,Singapore,,,,Cognizant Technology Solutions Asia Pacific Pte Ltd,"['shell', 'mysql', 'unix']","{'databases': ['mysql'], 'os': ['unix'], 'programming': ['shell']}"
Business Analyst,Commercial Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:16,False,False,Singapore,,,,Page Personnel,"['vba', 'python', 'azure', 'excel', 'powerpoint', 'power bi']","{'analyst_tools': ['excel', 'powerpoint', 'power bi'], 'cloud': ['azure'], 'programming': ['vba', 'python']}"
Data Analyst,"Manager, Data Analytics",Singapore,via BeBee Singapore,Full-time and Contractor,False,Singapore,2024-01-01 06:07:16,False,False,Singapore,,,,Standard Chartered,"['sql', 'python', 'r', 'scala']","{'programming': ['sql', 'python', 'r', 'scala']}"
Data Scientist,Research Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:16,False,False,Singapore,,,,RESEARCH FOR IMPACT PTE. LTD.,"['r', 'express']","{'programming': ['r'], 'webframeworks': ['express']}"
Senior Data Analyst,AVP/Mgr - Senior AML Data Analytics Analyst - CFS AML Risk Management,Singapore,via BeBee Singapore,Full-time and Contractor,False,Singapore,2024-01-01 06:07:16,True,False,Singapore,,,,Group CFS Risk & Prevention,"['python', 'sql', 'vba', 'excel']","{'analyst_tools': ['excel'], 'programming': ['python', 'sql', 'vba']}"
Data Scientist,"Associate / Analyst, Data Science (Bedok Site)",Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:16,False,False,Singapore,,,,Singapore National Eye Centre,"['r', 'python', 'spss']","{'analyst_tools': ['spss'], 'programming': ['r', 'python']}"
Business Analyst,Starategic Sourcing Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:19,False,False,Singapore,,,,"Tyco Electronics Philippines, Inc","['sap', 'excel', 'word', 'powerpoint']","{'analyst_tools': ['sap', 'excel', 'word', 'powerpoint']}"
Business Analyst,Sr. Order Management Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:19,True,False,Singapore,,,,Splunk,"['splunk', 'sap']","{'analyst_tools': ['splunk', 'sap']}"
Data Analyst,Research Analyst Intern,Singapore,via BeBee Singapore,Internship,False,Singapore,2024-01-01 06:07:19,False,False,Singapore,,,,Gem Comm Pte Ltd,,
Business Analyst,Operations Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:19,False,False,Singapore,,,,TDCX (SG) PTE. LTD,,
Data Analyst,Analyst - Analytics & Insights,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:19,False,False,Singapore,,,,ESSENCE GLOBAL MEDIA SINGAPORE PTE. LTD.,"['sql', 'r', 'python', 'word', 'powerpoint', 'excel', 'tableau', 'spss']","{'analyst_tools': ['word', 'powerpoint', 'excel', 'tableau', 'spss'], 'programming': ['sql', 'r', 'python']}"
Data Scientist,Data Scientist,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:22,False,False,Singapore,,,,CrimsonLogic Pte Ltd,"['python', 'r', 'aws']","{'cloud': ['aws'], 'programming': ['python', 'r']}"
Data Scientist,"Research Assistant, Healthcare Artificial Intelligence and Data...",Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:22,False,False,Singapore,,,,"National University of Singapore, Office of Human Resources","['python', 'r', 'c++', 'sap']","{'analyst_tools': ['sap'], 'programming': ['python', 'r', 'c++']}"
Data Scientist,Data Scientist,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:22,False,False,Singapore,,,,Talent Trader Group Pte Ltd,"['python', 'aws', 'azure', 'scikit-learn', 'docker', 'git']","{'cloud': ['aws', 'azure'], 'libraries': ['scikit-learn'], 'other': ['docker', 'git'], 'programming': ['python']}"
Data Analyst,Junior/Senior Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:29,False,False,Singapore,,,,Adecco Personnel Pte Ltd.,"['sql', 'oracle']","{'cloud': ['oracle'], 'programming': ['sql']}"
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:29,False,False,Singapore,,,,Cyber Sense Technologies Pte. Ltd.,"['java', 'c', 'hadoop', 'spark', 'kafka', 'linux']","{'libraries': ['hadoop', 'spark', 'kafka'], 'os': ['linux'], 'programming': ['java', 'c']}"
Senior Data Analyst,Senior Data Analyst,Singapore,via BeBee Singapore,Full-time,False,Singapore,2024-01-01 06:07:29,True,False,Singapore,,,,LUMENS PTE. LTD.,"['sql', 'python', 'spark']","{'libraries': ['spark'], 'programming': ['sql', 'python']}"
Data Analyst,Actuarial Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:29,True,False,Singapore,,,,Munich Management Pte Ltd,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:29,False,False,Singapore,,,,Anywheel Pte. Ltd.,"['sql', 'javascript', 'sas', 'sas', 'excel', 'spss']","{'analyst_tools': ['sas', 'excel', 'spss'], 'programming': ['sql', 'javascript', 'sas']}"
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:29,False,False,Singapore,,,,Sea Money,"['sql', 'python']","{'programming': ['sql', 'python']}"
Business Analyst,Sales Representative,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:31,True,False,Singapore,,,,Institute of Data,,
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Full-time,False,Singapore,2024-01-01 06:07:31,True,False,Singapore,,,,Tangspac Consulting Pte Ltd,"['sql', 'flow']","{'other': ['flow'], 'programming': ['sql']}"
Data Analyst,Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:31,True,False,Singapore,,,,KION South Asia Pte Ltd,"['sql', 'sap', 'power bi']","{'analyst_tools': ['sap', 'power bi'], 'programming': ['sql']}"
Senior Data Analyst,Senior Data Analyst,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:31,True,False,Singapore,,,,Ministry of Manpower,"['python', 'r', 'matlab', 'sql', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'programming': ['python', 'r', 'matlab', 'sql']}"
Data Engineer,Data Engineer,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:35,True,False,Singapore,,,,Integrity Partners Pte. Ltd.,"['sql', 't-sql', 'azure', 'databricks', 'word']","{'analyst_tools': ['word'], 'cloud': ['azure', 'databricks'], 'programming': ['sql', 't-sql']}"
Data Scientist,Data scientist compliance,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:35,False,False,Singapore,,,,The Edge Partnership Holdings Pte Ltd,"['python', 'r', 'sql', 'matlab', 'pyspark', 'numpy', 'word']","{'analyst_tools': ['word'], 'libraries': ['pyspark', 'numpy'], 'programming': ['python', 'r', 'sql', 'matlab']}"
Data Engineer,Data Engineer,Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:35,True,False,Singapore,,,,Health Management International Pte Ltd,"['sql', 'python', 'javascript', 'no-sql', 'sql server', 'azure', 'aws', 'ssrs', 'ssis', 'power bi']","{'analyst_tools': ['ssrs', 'ssis', 'power bi'], 'cloud': ['azure', 'aws'], 'databases': ['sql server'], 'programming': ['sql', 'python', 'javascript', 'no-sql']}"
Data Engineer,"Engineer, Technical Operations",Singapore,via BeBee Singapore,Contractor,False,Singapore,2024-01-01 06:07:37,False,False,Singapore,,,,Keppel Data Centres,"['excel', 'word', 'powerpoint']","{'analyst_tools': ['excel', 'word', 'powerpoint']}"
Data Analyst,Data Analyst,Anywhere,via LinkedIn,Full-time,True,India,2024-01-01 06:07:39,True,False,India,,,,Recruin,['tableau'],{'analyst_tools': ['tableau']}
Data Analyst,Data Analyst,"Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2024-01-01 06:07:49,False,False,India,,,,Careernet,"['r', 'python', 'postgresql', 'aws', 'tableau', 'cognos', 'alteryx']","{'analyst_tools': ['tableau', 'cognos', 'alteryx'], 'cloud': ['aws'], 'databases': ['postgresql'], 'programming': ['r', 'python']}"
Data Engineer,Data Engineer Ii,"New Delhi, Delhi, India",via BeBee India,Full-time,False,India,2024-01-01 06:08:05,False,False,India,,,,Tsworks,"['sql', 'python', 'java', 'javascript', 'nosql', 'azure', 'databricks', 'snowflake', 'hadoop', 'spark', 'kafka']","{'cloud': ['azure', 'databricks', 'snowflake'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['sql', 'python', 'java', 'javascript', 'nosql']}"
Software Engineer,Snowflake engineer/Sr Engineer/Lead Engineer,"Hyderabad, Telangana, India",via Anblicks-Talent.freshteam.com,Full-time,False,India,2024-01-01 06:08:09,True,False,India,,,,Anblicks,"['sql', 'python', 'snowflake', 'azure', 'aws', 'spark']","{'cloud': ['snowflake', 'azure', 'aws'], 'libraries': ['spark'], 'programming': ['sql', 'python']}"
Data Engineer,Snowflake Data Engineer,"New Delhi, Delhi, India",via BeBee India,Full-time,False,India,2024-01-01 06:08:09,True,False,India,,,,Programmers,"['sql', 'python', 'snowflake']","{'cloud': ['snowflake'], 'programming': ['sql', 'python']}"
Data Engineer,8Exp + - Lead AirFlow Data Engineer - Immediate Joiner - Hybrid ...,"Bengaluru, Karnataka, India",via LinkedIn,Full-time,False,India,2024-01-01 06:08:09,True,False,India,,,,UST,"['scala', 'gcp', 'bigquery', 'spark', 'airflow']","{'cloud': ['gcp', 'bigquery'], 'libraries': ['spark', 'airflow'], 'programming': ['scala']}"
Data Analyst,Data Analyst,Dubai - United Arab Emirates,via BeBee,Full-time,False,United Arab Emirates,2024-01-01 06:15:56,True,False,United Arab Emirates,,,,"Sundus Recruitment and Outsourcing Services, Abu Dhabi",,
Data Analyst,HR Data Analyst,"Lancashire, UK",via Diversity Dashboard,"Full-time, Part-time, and Temp work",False,United Kingdom,2024-01-01 06:17:46,True,False,United Kingdom,,,,Liberty HR Recruitment,"['power bi', 'excel']","{'analyst_tools': ['power bi', 'excel']}"
Data Engineer,Data Engineer,"London, UK",via SaluteMyJob,Full-time,False,United Kingdom,2024-01-01 06:18:11,False,False,United Kingdom,,,,Amber Labs,"['sql', 'sql server', 'ssis']","{'analyst_tools': ['ssis'], 'databases': ['sql server'], 'programming': ['sql']}"
Data Engineer,Electrical - Data Engineer,"York, UK",via Diversity Dashboard,Temp work,False,United Kingdom,2024-01-01 06:18:13,False,False,United Kingdom,,,,Clearpath Consultancy,,
Data Engineer,Azure Data Engineer- Bath based- £450 Outside IR35- Contract,"Bath, UK",via New Job Today,Contractor,False,United Kingdom,2024-01-01 06:18:13,True,False,United Kingdom,,,,Randstad Technologies Recruitment,"['python', 'azure', 'databricks', 'pyspark', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['azure', 'databricks'], 'libraries': ['pyspark'], 'programming': ['python']}"
Data Engineer,Junior Data Engineer,United Kingdom,via Diversity Dashboard,Full-time,False,United Kingdom,2024-01-01 06:18:16,False,False,United Kingdom,,,,Unicorn Resourcing,"['python', 'r', 'aws', 'gdpr', 'git']","{'cloud': ['aws'], 'libraries': ['gdpr'], 'other': ['git'], 'programming': ['python', 'r']}"
Data Engineer,Broadcast Data Centre Engineer - On-site,"London, UK",via Diversity Dashboard,Full-time and Contractor,False,United Kingdom,2024-01-01 06:18:18,True,False,United Kingdom,,,,PCR Digital,"['outlook', 'wire']","{'analyst_tools': ['outlook'], 'sync': ['wire']}"
Data Engineer,Big Data Engineer,"Cairo, Egypt",via Indeed,Full-time,False,Egypt,2024-01-01 06:18:29,False,False,Egypt,,,,Rethink HR Solutions,"['python', 'java', 'sql', 'aws', 'aurora', 'gdpr', 'spark']","{'cloud': ['aws', 'aurora'], 'libraries': ['gdpr', 'spark'], 'programming': ['python', 'java', 'sql']}"
Senior Data Scientist,Senior Data Scientist,Anywhere,via hh.ru,Full-time,True,Russia,2024-01-01 06:19:22,False,False,Russia,,,,Fundraise Up,['sql'],{'programming': ['sql']}
Data Analyst,Data Analyst,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 06:19:31,True,False,Netherlands,,,,Experis,"['sql', 'powershell', 't-sql']","{'programming': ['sql', 'powershell', 't-sql']}"
Data Engineer,Data Engineer,"'s-Hertogenbosch, Netherlands",via BeBee,Full-time,False,Netherlands,2024-01-01 06:19:39,True,False,Netherlands,,,,PanCompany B.V.,"['java', 'scala', 'python', 'cassandra', 'kafka', 'spark', 'docker', 'kubernetes']","{'databases': ['cassandra'], 'libraries': ['kafka', 'spark'], 'other': ['docker', 'kubernetes'], 'programming': ['java', 'scala', 'python']}"
Data Engineer,Data Engineer Python,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 06:19:50,True,False,Netherlands,,,,Experis,"['python', 'sql']","{'programming': ['python', 'sql']}"
Software Engineer,Systeem Engineer DBMS DB2,"Apeldoorn, Netherlands",via BeBee,"Full-time, Part-time, and Temp work",False,Netherlands,2024-01-01 06:19:54,True,False,Netherlands,,,,YER Nederland,"['sql', 'db2', 'sql server', 'postgresql', 'oracle']","{'cloud': ['oracle'], 'databases': ['db2', 'sql server', 'postgresql'], 'programming': ['sql']}"
Business Analyst,Business Analytics Consultant,Netherlands,via BeBee,Full-time,False,Netherlands,2024-01-01 06:19:54,False,False,Netherlands,,,,Experis,"['sql', 'powershell', 't-sql']","{'programming': ['sql', 'powershell', 't-sql']}"
